"ID","X","Y","Elevation","Distance (Segment)","Distance (Total)","Distance 3D (Segment)","Distance 3D (Total)","Slope (Degrees)","Slope (Percent)","Segment Index"
561,110.4159208101,-7.5948101146,892.836,85.794,48044.8,86.335,48104.4,6.4,11.2%,1
562,110.4163221286,-7.5941456897,898.986,85.794,48130.6,86.015,48190.5,4.1,7.2%,1
563,110.4167234458,-7.5934812645,906.511,85.794,48216.4,86.124,48276.6,5.0,8.8%,1
564,110.4171247618,-7.5928168388,916.034,85.794,48302.2,86.321,48362.9,6.3,11.1%,1
565,110.4175260765,-7.5921524128,928.157,85.794,48388,86.647,48449.5,8.0,14.1%,1
566,110.4179273900,-7.5914879864,926.499,85.794,48473.8,85.81,48535.4,1.1,1.9%,1
567,110.4183287023,-7.5908235595,925.242,85.794,48559.6,85.804,48621.2,0.8,1.5%,1
568,110.4187300134,-7.5901591323,940.954,85.794,48645.4,87.221,48708.4,10.4,18.3%,1
569,110.4191313232,-7.5894947047,943.788,85.794,48731.2,85.841,48794.2,1.9,3.3%,1
570,110.4195326318,-7.5888302767,953.537,85.794,48817,86.346,48880.6,6.5,11.4%,1
571,110.4199339391,-7.5881658484,952.633,85.794,48902.8,85.799,48966.4,0.6,1.1%,1
572,110.4203352453,-7.5875014196,965.356,85.794,48988.6,86.733,49053.1,8.4,14.8%,1
573,110.4207365502,-7.5868369904,965.246,85.794,49074.4,85.794,49138.9,0.1,0.1%,1
574,110.4211378538,-7.5861725609,970.907,85.794,49160.2,85.981,49224.9,3.8,6.6%,1
575,110.4215391562,-7.5855081309,987.313,85.794,49246,87.349,49312.2,10.8,19.1%,1
576,110.4219404574,-7.5848437006,1019.387,85.794,49331.8,91.594,49403.8,20.5,37.4%,1
577,110.4223417574,-7.5841792699,1142.974,85.794,49417.5,150.45,49554.3,55.2,144.1%,1
578,110.4227430561,-7.5835148388,1193.579,85.794,49503.3,99.607,49653.9,30.5,59.0%,1
579,110.4231443536,-7.5828504073,1249.831,85.794,49589.1,102.59,49756.5,33.3,65.6%,1
580,110.4235456499,-7.5821859754,1205.514,85.794,49674.9,96.564,49853,27.3,51.7%,1
581,110.4239469450,-7.5815215431,1171.165,85.794,49760.7,92.415,49945.4,21.8,40.0%,1
582,110.4243482388,-7.5808571104,1163.088,85.794,49846.5,86.174,50031.6,5.4,9.4%,1
583,110.4247495314,-7.5801926774,1150.135,85.794,49932.3,86.767,50118.4,8.6,15.1%,1
584,110.4251508227,-7.5795282439,1133.331,85.794,50018.1,87.424,50205.8,11.1,19.6%,1
585,110.4255521128,-7.5788638101,1125.054,85.794,50103.9,86.193,50292,5.5,9.6%,1
586,110.4259534017,-7.5781993758,1097.015,85.794,50189.7,90.26,50382.3,18.1,32.7%,1
587,110.4263546894,-7.5775349412,1119.07,85.794,50275.5,88.584,50470.8,14.4,25.7%,1
588,110.4267559758,-7.5768705062,1159.345,85.794,50361.3,94.777,50565.6,25.1,46.9%,1
589,110.4271572610,-7.5762060708,1185.557,85.794,50447.1,89.709,50655.3,17.0,30.6%,1
590,110.4275585450,-7.5755416350,1193.846,85.794,50532.9,86.194,50741.5,5.5,9.7%,1
591,110.4279598277,-7.5748771988,1193.318,85.794,50618.7,85.796,50827.3,0.4,0.6%,1
592,110.4283611092,-7.5742127622,1200.97,85.794,50704.5,86.135,50913.5,5.1,8.9%,1
593,110.4287623895,-7.5735483253,1199.704,85.794,50790.3,85.804,50999.3,0.8,1.5%,1
594,110.4291636686,-7.5728838879,1215.381,85.794,50876.1,87.215,51086.5,10.4,18.3%,1
595,110.4295649464,-7.5722194502,1243.244,85.794,50961.8,90.205,51176.7,18.0,32.5%,1
596,110.4299662230,-7.5715550120,1254.308,85.794,51047.6,86.505,51263.2,7.3,12.9%,1
597,110.4303674983,-7.5708905735,1267.094,85.794,51133.4,86.742,51349.9,8.5,14.9%,1
598,110.4307687725,-7.5702261346,1297.036,85.794,51219.2,90.869,51440.8,19.2,34.9%,1
599,110.4311700454,-7.5695616953,1325.53,85.794,51305,90.402,51531.2,18.4,33.2%,1
600,110.4315713171,-7.5688972556,1346.162,85.794,51390.8,88.24,51619.4,13.5,24.0%,1
601,110.4319725875,-7.5682328155,1364.432,85.794,51476.6,87.718,51707.2,12.0,21.3%,1
602,110.4323738567,-7.5675683750,1369.68,85.794,51562.4,85.955,51793.1,3.5,6.1%,1
603,110.4327751247,-7.5669039342,1353.834,85.794,51648.2,87.245,51880.4,10.5,18.5%,1
604,110.4331763915,-7.5662394929,1376.183,85.794,51734,88.658,51969,14.6,26.0%,1
605,110.4335776570,-7.5655750513,1433.307,85.794,51819.8,103.07,52072.1,33.7,66.6%,1
606,110.4339789213,-7.5649106092,1455.03,85.794,51905.6,88.502,52160.6,14.2,25.3%,1
607,110.4343801844,-7.5642461668,1469.629,85.794,51991.4,87.028,52247.6,9.7,17.0%,1
608,110.4347814463,-7.5635817240,1489.849,85.794,52077.2,88.145,52335.8,13.3,23.6%,1
609,110.4351827069,-7.5629172808,1524.2,85.794,52163,92.416,52428.2,21.8,40.0%,1
610,110.4355839663,-7.5622528372,1549.023,85.794,52248.8,89.313,52517.5,16.1,28.9%,1
611,110.4359852245,-7.5615883933,1563.964,85.794,52334.6,87.086,52604.6,9.9,17.4%,1
612,110.4363864814,-7.5609239489,1584.299,85.794,52420.3,88.171,52692.7,13.3,23.7%,1
613,110.4367877371,-7.5602595041,1596.184,85.794,52506.1,86.614,52779.4,7.9,13.9%,1
614,110.4371889916,-7.5595950590,1617.387,85.794,52591.9,88.376,52867.7,13.9,24.7%,1
615,110.4375902449,-7.5589306135,1633.505,85.794,52677.7,87.295,52955,10.6,18.8%,1
616,110.4379914969,-7.5582661675,1669.948,85.794,52763.5,93.213,53048.2,23.0,42.5%,1
617,110.4383927477,-7.5576017212,1708.897,85.794,52849.3,94.221,53142.5,24.4,45.4%,1
618,110.4387939973,-7.5569372745,1752.278,85.794,52935.1,96.138,53238.6,26.8,50.6%,1
619,110.4391952457,-7.5562728274,1784.611,85.794,53020.9,91.685,53330.3,20.6,37.7%,1
620,110.4395964928,-7.5556083800,1812.27,85.794,53106.7,90.143,53420.4,17.9,32.2%,1
621,110.4399977387,-7.5549439321,1839.998,85.794,53192.5,90.164,53510.6,17.9,32.3%,1
622,110.4403989834,-7.5542794838,1874.498,85.794,53278.3,92.471,53603.1,21.9,40.2%,1
623,110.4408002268,-7.5536150352,1925.923,85.794,53364.1,100.03,53703.1,30.9,59.9%,1
624,110.4412014691,-7.5529505862,1983.756,85.794,53449.9,103.47,53806.6,34.0,67.4%,1
625,110.4416027101,-7.5522861367,2027.602,85.794,53535.7,96.349,53902.9,27.1,51.1%,1
626,110.4420039498,-7.5516216869,2076.719,85.794,53621.5,98.859,54001.8,29.8,57.2%,1
627,110.4424051884,-7.5509572367,2124.322,85.794,53707.3,98.116,54099.9,29.0,55.5%,1
628,110.4428064257,-7.5502927861,2171.619,85.794,53793.1,97.968,54197.9,28.9,55.1%,1
629,110.4432076618,-7.5496283352,2236.439,85.794,53878.9,107.53,54305.4,37.1,75.6%,1
630,110.4436088967,-7.5489638838,2294.332,85.794,53964.6,103.5,54408.9,34.0,67.5%,1
631,110.4440101303,-7.5482994320,2354.304,85.794,54050.4,104.68,54513.6,35.0,69.9%,1
632,110.4444113627,-7.5476349799,2417.881,85.794,54136.2,106.78,54620.3,36.5,74.1%,1
633,110.4448125939,-7.5469705274,2484.419,85.794,54222,108.57,54728.9,37.8,77.6%,1
634,110.4452138239,-7.5463060744,2545.799,85.794,54307.8,105.49,54834.4,35.6,71.5%,1
635,110.4456150527,-7.5456416211,2607.168,85.794,54393.6,105.48,54939.9,35.6,71.5%,1
636,110.4460162802,-7.5449771674,2664.437,85.794,54479.4,103.15,55043,33.7,66.8%,1
637,110.4464175065,-7.5443127134,2719.226,85.794,54565.2,101.8,55144.8,32.6,63.9%,1
638,110.4468187316,-7.5436482589,2763.308,85.794,54651,96.456,55241.3,27.2,51.4%,1
639,110.4472199554,-7.5429838040,2803.221,85.794,54736.8,94.624,55335.9,24.9,46.5%,1
640,110.4476211780,-7.5423193488,2838.645,85.794,54822.6,92.82,55428.7,22.4,41.3%,1
641,110.4480223994,-7.5416548931,2858.293,85.794,54908.4,88.016,55516.8,12.9,22.9%,1
642,110.4484236196,-7.5409904371,2836.644,85.794,54994.2,88.484,55605.2,14.2,25.2%,1
643,110.4488248386,-7.5403259807,2811.933,85.794,55080,89.282,55694.5,16.1,28.8%,1
644,110.4492260563,-7.5396615239,2713.703,85.794,55165.8,130.42,55824.9,48.9,114.5%,1
645,110.4496272728,-7.5389970667,2681.338,85.794,55251.6,91.696,55916.6,20.7,37.7%,1
646,110.4500284881,-7.5383326091,2656.982,85.794,55337.4,89.185,56005.8,15.8,28.4%,1
647,110.4504297022,-7.5376681512,2645.966,85.794,55423.2,86.499,56092.3,7.3,12.8%,1
648,110.4508309150,-7.5370036928,2644.567,85.794,55508.9,85.806,56178.1,0.9,1.6%,1
649,110.4512321266,-7.5363392341,2645.364,85.794,55594.7,85.798,56263.9,0.5,0.9%,1
650,110.4516333370,-7.5356747750,2600.823,85.794,55680.5,96.667,56360.6,27.4,51.9%,1
651,110.4520345462,-7.5350103154,2544.121,85.794,55766.3,102.84,56463.4,33.5,66.1%,1
652,110.4524357541,-7.5343458555,2502.705,85.794,55852.1,95.268,56558.7,25.8,48.3%,1
653,110.4528369608,-7.5336813952,2456.601,85.794,55937.9,97.397,56656.1,28.3,53.7%,1
654,110.4532381663,-7.5330169346,2437.069,85.794,56023.7,87.99,56744.1,12.8,22.8%,1
655,110.4536393706,-7.5323524735,2455.644,85.794,56109.5,87.782,56831.9,12.2,21.6%,1
656,110.4540405737,-7.5316880120,2465.949,85.794,56195.3,86.411,56918.3,6.8,12.0%,1
657,110.4544417755,-7.5310235502,2426.635,85.794,56281.1,94.373,57012.6,24.6,45.8%,1
658,110.4548429761,-7.5303590880,2395.595,85.794,56366.9,91.237,57103.9,19.9,36.2%,1
659,110.4552441755,-7.5296946253,2373.445,85.794,56452.7,88.608,57192.5,14.5,25.8%,1
660,110.4556453737,-7.5290301623,2340.111,85.794,56538.5,92.042,57284.5,21.2,38.9%,1
661,110.4560465706,-7.5283656990,2301.053,85.794,56624.3,94.267,57378.8,24.5,45.5%,1
662,110.4564477663,-7.5277012352,2231.085,85.794,56710.1,110.71,57489.5,39.2,81.6%,1
663,110.4568489608,-7.5270367710,2199.02,85.794,56795.9,91.591,57581.1,20.5,37.4%,1
664,110.4572501541,-7.5263723064,2154.589,85.794,56881.7,96.617,57677.7,27.4,51.8%,1
665,110.4576513462,-7.5257078415,2109.802,85.794,56967.4,96.781,57774.5,27.6,52.2%,1
666,110.4580525370,-7.5250433762,2092.763,85.794,57053.2,87.47,57862,11.2,19.9%,1
667,110.4584537266,-7.5243789105,2065.492,85.794,57139,90.024,57952,17.6,31.8%,1
668,110.4588549150,-7.5237144444,2040.506,85.794,57224.8,89.359,58041.4,16.2,29.1%,1
669,110.4592561022,-7.5230499779,2008.962,85.794,57310.6,91.41,58132.8,20.2,36.8%,1
670,110.4596572881,-7.5223855110,1958.457,85.794,57396.4,99.556,58232.3,30.5,58.9%,1
671,110.4600584729,-7.5217210437,1905.574,85.794,57482.2,100.78,58333.1,31.6,61.6%,1
672,110.4604596564,-7.5210565761,1870.984,85.794,57568,92.505,58425.6,22.0,40.3%,1
673,110.4608608387,-7.5203921080,1825.327,85.794,57653.8,97.186,58522.8,28.0,53.2%,1
674,110.4612620198,-7.5197276396,1780.112,85.794,57739.6,96.98,58619.8,27.8,52.7%,1
675,110.4616631996,-7.5190631708,1774.084,85.794,57825.4,86.006,58705.8,4.0,7.0%,1
676,110.4620643782,-7.5183987016,1758.581,85.794,57911.2,87.184,58793,10.2,18.1%,1
677,110.4624655556,-7.5177342320,1738.366,85.794,57997,88.144,58881.1,13.3,23.6%,1
678,110.4628667318,-7.5170697620,1716.564,85.794,58082.8,88.521,58969.6,14.3,25.4%,1
679,110.4632679068,-7.5164052917,1698.196,85.794,58168.6,87.739,59057.4,12.1,21.4%,1
680,110.4636690806,-7.5157408209,1680.168,85.794,58254.4,87.668,59145,11.9,21.0%,1
681,110.4640702531,-7.5150763498,1658.871,85.794,58340.2,88.398,59233.4,13.9,24.8%,1
682,110.4644714244,-7.5144118783,1641.662,85.794,58426,87.503,59320.9,11.3,20.1%,1
683,110.4648725945,-7.5137474064,1618.829,85.794,58511.7,88.781,59409.7,14.9,26.6%,1
684,110.4652737634,-7.5130829341,1603.453,85.794,58597.5,87.161,59496.9,10.2,17.9%,1
685,110.4656749310,-7.5124184614,1591.861,85.794,58683.3,86.574,59583.4,7.7,13.5%,1
686,110.4660760975,-7.5117539883,1578.126,85.794,58769.1,86.887,59670.3,9.1,16.0%,1
687,110.4664772627,-7.5110895149,1562.547,85.794,58854.9,87.197,59757.5,10.3,18.2%,1
688,110.4668784267,-7.5104250410,1550.541,85.794,58940.7,86.63,59844.2,8.0,14.0%,1
689,110.4672795895,-7.5097605668,1538.272,85.794,59026.5,86.667,59930.8,8.1,14.3%,1
690,110.4676807510,-7.5090960922,1512.967,85.794,59112.3,89.449,60020.3,16.4,29.5%,1
691,110.4680819114,-7.5084316172,1477.974,85.794,59198.1,92.656,60112.9,22.2,40.8%,1
692,110.4684830705,-7.5077671418,1496.19,85.794,59283.9,87.707,60200.6,12.0,21.2%,1
693,110.4688842284,-7.5071026660,1503.825,85.794,59369.7,86.133,60286.8,5.1,8.9%,1
694,110.4692853851,-7.5064381899,1502.49,85.794,59455.5,85.805,60372.6,0.9,1.6%,1
695,110.4696865406,-7.5057737133,1492.824,85.794,59541.3,86.337,60458.9,6.4,11.3%,1
696,110.4700876948,-7.5051092364,1479.749,85.794,59627.1,86.785,60545.7,8.7,15.2%,1
697,110.4704888479,-7.5044447591,1473.687,85.794,59712.9,86.008,60631.7,4.0,7.1%,1
698,110.4708899997,-7.5037802814,1451.429,85.794,59798.7,88.635,60720.3,14.5,25.9%,1
699,110.4712911503,-7.5031158033,1476.608,85.794,59884.5,89.413,60809.8,16.4,29.3%,1
700,110.4716922997,-7.5024513248,1481.083,85.794,59970.3,85.911,60895.7,3.0,5.2%,1
701,110.4720934478,-7.5017868460,1475.529,85.794,60056,85.974,60981.6,3.7,6.5%,1
702,110.4724945948,-7.5011223667,1476.878,85.794,60141.8,85.805,61067.4,0.9,1.6%,1
703,110.4728957405,-7.5004578871,1471.726,85.794,60227.6,85.949,61153.4,3.4,6.0%,1
704,110.4732968850,-7.4997934071,1469.137,85.794,60313.4,85.833,61239.2,1.7,3.0%,1
705,110.4736980283,-7.4991289267,1469.51,85.794,60399.2,85.795,61325,0.2,0.4%,1
706,110.4740991704,-7.4984644459,1454.549,85.794,60485,87.089,61412.1,9.9,17.4%,1
707,110.4745003113,-7.4977999647,1449.721,85.794,60570.8,85.93,61498,3.2,5.6%,1
708,110.4749014509,-7.4971354831,1464.153,85.794,60656.6,87,61585,9.5,16.8%,1
709,110.4753025893,-7.4964710012,1458.696,85.794,60742.4,85.968,61671,3.6,6.4%,1
710,110.4757037265,-7.4958065188,1434.992,85.794,60828.2,89.009,61760,15.4,27.6%,1
711,110.4761048625,-7.4951420361,1456.342,85.794,60914,88.411,61848.4,14.0,24.9%,1
712,110.4765059973,-7.4944775530,1470.428,85.794,60999.8,86.943,61935.4,9.3,16.4%,1
713,110.4769071309,-7.4938130695,1462.676,85.794,61085.6,86.144,62021.5,5.2,9.0%,1
714,110.4773082632,-7.4931485857,1457.509,85.794,61171.4,85.95,62107.5,3.4,6.0%,1
715,110.4777093944,-7.4924841014,1443.552,85.794,61257.2,86.922,62194.4,9.2,16.3%,1
716,110.4781105243,-7.4918196168,1438.235,85.794,61343,85.959,62280.3,3.5,6.2%,1
717,110.4785116530,-7.4911551317,1455.685,85.794,61428.8,87.551,62367.9,11.5,20.3%,1
718,110.4789127805,-7.4904906463,1463.128,85.794,61514.5,86.117,62454,5.0,8.7%,1
719,110.4793139068,-7.4898261605,1470.577,85.794,61600.3,86.117,62540.1,5.0,8.7%,1
720,110.4797150318,-7.4891616743,1464.224,85.794,61686.1,86.029,62626.2,4.2,7.4%,1
721,110.4801161557,-7.4884971877,1445.767,85.794,61771.9,87.757,62713.9,12.1,21.5%,1
722,110.4805172783,-7.4878327008,1429.253,85.794,61857.7,87.369,62801.3,10.9,19.2%,1
723,110.4809183997,-7.4871682134,1414.15,85.794,61943.5,87.114,62888.4,10.0,17.6%,1
724,110.4813195199,-7.4865037257,1384.755,85.794,62029.3,90.691,62979.1,18.9,34.3%,1
725,110.4817206389,-7.4858392376,1374.792,85.794,62115.1,86.371,63065.5,6.6,11.6%,1
726,110.4821217567,-7.4851747491,1372.325,85.794,62200.9,85.83,63151.3,1.6,2.9%,1
727,110.4825228732,-7.4845102602,1370.621,85.794,62286.7,85.811,63237.1,1.1,2.0%,1
728,110.4829239886,-7.4838457709,1364.008,85.794,62372.5,86.049,63323.2,4.4,7.7%,1
729,110.4833251027,-7.4831812813,1340.73,85.794,62458.3,88.896,63412.1,15.2,27.1%,1
730,110.4837262156,-7.4825167912,1344.273,85.794,62544.1,85.867,63497.9,2.4,4.1%,1
731,110.4841273273,-7.4818523008,1331.2,85.794,62629.9,86.785,63584.7,8.7,15.2%,1
732,110.4845284378,-7.4811878100,1309.11,85.794,62715.7,88.592,63673.3,14.4,25.7%,1
733,110.4849295470,-7.4805233188,1286.005,85.794,62801.5,88.851,63762.1,15.1,26.9%,1
734,110.4853306551,-7.4798588272,1269.521,85.794,62887.3,87.363,63849.5,10.9,19.2%,1
735,110.4857317619,-7.4791943353,1267.756,85.794,62973.1,85.813,63935.3,1.2,2.1%,1
736,110.4861328676,-7.4785298429,1277.776,85.794,63058.8,86.378,64021.7,6.7,11.7%,1
737,110.4865339720,-7.4778653502,1268.294,85.794,63144.6,86.317,64108,6.3,11.1%,1
738,110.4869350752,-7.4772008571,1257.483,85.794,63230.4,86.473,64194.5,7.2,12.6%,1
739,110.4873361772,-7.4765363636,1256.168,85.794,63316.2,85.804,64280.3,0.9,1.5%,1
740,110.4877372780,-7.4758718697,1237.514,85.794,63402,87.799,64368.1,12.3,21.7%,1
741,110.4881383775,-7.4752073754,1216.862,85.794,63487.8,88.245,64456.3,13.5,24.1%,1
742,110.4885394759,-7.4745428807,1216.023,85.794,63573.6,85.798,64542.1,0.6,1.0%,1
743,110.4889405730,-7.4738783857,1215.915,85.794,63659.4,85.794,64627.9,0.1,0.1%,1
744,110.4893416690,-7.4732138903,1235.18,85.794,63745.2,87.931,64715.9,12.7,22.5%,1
745,110.4897427637,-7.4725493945,1234.47,85.794,63831,85.797,64801.7,0.5,0.8%,1
746,110.4901438572,-7.4718848983,1240.51,85.794,63916.8,86.007,64887.7,4.0,7.0%,1
747,110.4905449495,-7.4712204017,1234.373,85.794,64002.6,86.014,64973.7,4.1,7.2%,1
748,110.4909460405,-7.4705559047,1208.76,85.794,64088.4,89.536,65063.2,16.6,29.9%,1
749,110.4913471304,-7.4698914074,1191.229,85.794,64174.2,87.567,65150.8,11.5,20.4%,1
750,110.4917482191,-7.4692269096,1175.404,85.794,64260,87.242,65238,10.5,18.4%,1
751,110.4921493065,-7.4685624115,1169.74,85.794,64345.8,85.981,65324,3.8,6.6%,1
752,110.4925503927,-7.4678979130,1149.72,85.794,64431.6,88.099,65412.1,13.1,23.3%,1
753,110.4929514778,-7.4672334141,1133.951,85.794,64517.4,87.232,65499.3,10.4,18.4%,1
754,110.4933525616,-7.4665689149,1128.455,85.794,64603.1,85.97,65585.3,3.7,6.4%,1
755,110.4937536442,-7.4659044152,1122.405,85.794,64688.9,86.007,65671.3,4.0,7.1%,1
756,110.4941547255,-7.4652399152,1107.859,85.794,64774.7,87.019,65758.3,9.6,17.0%,1
757,110.4945558057,-7.4645754148,1095.802,85.794,64860.5,86.637,65845,8.0,14.1%,1
758,110.4949568847,-7.4639109140,1091.739,85.794,64946.3,85.89,65930.9,2.7,4.7%,1
759,110.4953579624,-7.4632464128,1087.224,85.794,65032.1,85.913,66016.8,3.0,5.3%,1
760,110.4957590390,-7.4625819112,1081.581,85.794,65117.9,85.98,66102.8,3.8,6.6%,1
761,110.4961601143,-7.4619174092,1077.63,85.794,65203.7,85.885,66188.6,2.6,4.6%,1
762,110.4965611884,-7.4612529069,1074.937,85.794,65289.5,85.837,66274.5,1.8,3.1%,1
763,110.4969622613,-7.4605884042,1065.375,85.794,65375.3,86.326,66360.8,6.4,11.1%,1
764,110.4973633331,-7.4599239011,1054.602,85.794,65461.1,86.468,66447.3,7.2,12.6%,1
765,110.4977644035,-7.4592593976,1046.668,85.794,65546.9,86.16,66533.4,5.3,9.2%,1
766,110.4981654728,-7.4585948937,1048.234,85.794,65632.7,85.809,66619.2,1.0,1.8%,1
767,110.4985665409,-7.4579303894,1052.243,85.794,65718.5,85.888,66705.1,2.7,4.7%,1
768,110.4989676078,-7.4572658848,1043.59,85.794,65804.3,86.23,66791.4,5.8,10.1%,1
769,110.4993686734,-7.4566013798,1042.808,85.794,65890.1,85.798,66877.2,0.5,0.9%,1
770,110.4997697378,-7.4559368744,1043.147,85.794,65975.9,85.795,66962.9,0.2,0.4%,1
771,110.5001708011,-7.4552723686,1042.54,85.794,66061.7,85.796,67048.7,0.4,0.7%,1
772,110.5005718631,-7.4546078624,1040.658,85.794,66147.4,85.815,67134.6,1.3,2.2%,1
773,110.5009729239,-7.4539433558,1034.186,85.794,66233.2,86.038,67220.6,4.3,7.5%,1
774,110.5013739835,-7.4532788489,1024.293,85.794,66319,86.363,67307,6.6,11.5%,1
775,110.5017750419,-7.4526143416,1020.241,85.794,66404.8,85.89,67392.9,2.7,4.7%,1
776,110.5021760991,-7.4519498338,1011.211,85.794,66490.6,86.268,67479.1,6.0,10.5%,1
777,110.5025771551,-7.4512853258,1002.525,85.794,66576.4,86.233,67565.4,5.8,10.1%,1
778,110.5029782099,-7.4506208173,998.005,85.794,66662.2,85.913,67651.3,3.0,5.3%,1
779,110.5033792634,-7.4499563084,987.52,85.794,66748,86.433,67737.7,7.0,12.2%,1
780,110.5037803158,-7.4492917992,983.838,85.794,66833.8,85.873,67823.6,2.5,4.3%,1
781,110.5041813669,-7.4486272895,977.953,85.794,66919.6,85.996,67909.6,3.9,6.9%,1
782,110.5045824168,-7.4479627795,971.005,85.794,67005.4,86.075,67995.6,4.6,8.1%,1
783,110.5049834656,-7.4472982691,962.29,85.794,67091.2,86.236,68081.9,5.8,10.2%,1
784,110.5053845131,-7.4466337584,953.215,85.794,67177,86.273,68168.2,6.0,10.6%,1
785,110.5057855594,-7.4459692472,937.575,85.794,67262.8,87.208,68255.4,10.3,18.2%,1
786,110.5061866045,-7.4453047357,929.889,85.794,67348.6,86.138,68341.5,5.1,9.0%,1
787,110.5065876484,-7.4446402237,920.843,85.794,67434.4,86.27,68427.8,6.0,10.5%,1
788,110.5069886911,-7.4439757114,918.106,85.794,67520.2,85.838,68513.6,1.8,3.2%,1
789,110.5073897326,-7.4433111987,913.586,85.794,67605.9,85.913,68599.5,3.0,5.3%,1
790,110.5077907729,-7.4426466857,902.853,85.794,67691.7,86.463,68686,7.1,12.5%,1
791,110.5081918119,-7.4419821722,900.393,85.794,67777.5,85.83,68771.8,1.6,2.9%,1
792,110.5085928498,-7.4413176584,898.305,85.794,67863.3,85.82,68857.6,1.4,2.4%,1
793,110.5089938864,-7.4406531441,892.16,85.794,67949.1,86.014,68943.6,4.1,7.2%,1
794,110.5093949219,-7.4399886295,882.357,85.794,68034.9,86.353,69030,6.5,11.4%,1
795,110.5097959561,-7.4393241146,882.548,85.794,68120.7,85.795,69115.8,0.1,0.2%,1
796,110.5101969892,-7.4386595992,881.996,85.794,68206.5,85.796,69201.6,0.4,0.6%,1
797,110.5105980210,-7.4379950834,877.672,85.794,68292.3,85.903,69287.5,2.9,5.0%,1
798,110.5109990516,-7.4373305673,872.391,85.794,68378.1,85.957,69373.4,3.5,6.2%,1
799,110.5114000810,-7.4366660508,867.821,85.794,68463.9,85.916,69459.4,3.0,5.3%,1
800,110.5118011092,-7.4360015339,854.923,85.794,68549.7,86.758,69546.1,8.5,15.0%,1
801,110.5122021362,-7.4353370166,852.373,85.794,68635.5,85.832,69632,1.7,3.0%,1
802,110.5126031620,-7.4346724989,844.966,85.794,68721.3,86.114,69718.1,4.9,8.6%,1
803,110.5130041866,-7.4340079809,838.323,85.794,68807.1,86.051,69804.1,4.4,7.7%,1
804,110.5134052100,-7.4333434624,832.343,85.794,68892.9,86.003,69890.1,4.0,7.0%,1
805,110.5138062322,-7.4326789436,823.212,85.794,68978.7,86.279,69976.4,6.1,10.6%,1
806,110.5142072531,-7.4320144244,819.31,85.794,69064.5,85.883,70062.3,2.6,4.5%,1
807,110.5146082729,-7.4313499049,815.357,85.794,69150.2,85.885,70148.2,2.6,4.6%,1
808,110.5150092914,-7.4306853849,813.3,85.794,69236,85.819,70234,1.4,2.4%,1
809,110.5154103088,-7.4300208646,806.922,85.794,69321.8,86.031,70320,4.3,7.4%,1
810,110.5158113250,-7.4293563438,807.391,85.794,69407.6,85.796,70405.8,0.3,0.5%,1
811,110.5162123399,-7.4286918227,802.741,85.794,69493.4,85.92,70491.7,3.1,5.4%,1
812,110.5166133536,-7.4280273012,798.805,85.794,69579.2,85.885,70577.6,2.6,4.6%,1
813,110.5170143662,-7.4273627794,789.758,85.794,69665,86.27,70663.9,6.0,10.5%,1
814,110.5174153775,-7.4266982571,785.916,85.794,69750.8,85.88,70749.8,2.6,4.5%,1
815,110.5178163876,-7.4260337345,777.062,85.794,69836.6,86.25,70836,5.9,10.3%,1
816,110.5182173965,-7.4253692115,776.417,85.794,69922.4,85.797,70921.8,0.4,0.8%,1
817,110.5186184043,-7.4247046881,768.002,85.794,70008.2,86.206,71008,5.6,9.8%,1
818,110.5190194108,-7.4240401643,768.772,85.794,70094,85.798,71093.8,0.5,0.9%,1
819,110.5194204161,-7.4233756401,764.9,85.794,70179.8,85.882,71179.7,2.6,4.5%,1
820,110.5198214202,-7.4227111156,757.046,85.794,70265.6,86.153,71265.9,5.2,9.2%,1
821,110.5202224231,-7.4220465907,753.567,85.794,70351.4,85.865,71351.7,2.3,4.1%,1
822,110.5206234248,-7.4213820653,748.725,85.794,70437.2,85.931,71437.7,3.2,5.6%,1
823,110.5210244253,-7.4207175397,745,85.794,70523,85.875,71523.5,2.5,4.3%,1
824,110.5214254246,-7.4200530136,741.108,85.794,70608.8,85.883,71609.4,2.6,4.5%,1
825,110.5218264227,-7.4193884871,741.365,85.794,70694.5,85.795,71695.2,0.2,0.3%,1
826,110.5222274195,-7.4187239603,736.03,85.794,70780.3,85.96,71781.2,3.6,6.2%,1
827,110.5226284152,-7.4180594331,736.483,85.794,70866.1,85.796,71867,0.3,0.5%,1
828,110.5230294097,-7.4173949055,733,85.794,70951.9,85.865,71952.8,2.3,4.1%,1
829,110.5234304030,-7.4167303775,733.779,85.794,71037.7,85.798,72038.6,0.5,0.9%,1
830,110.5238313950,-7.4160658492,729.881,85.794,71123.5,85.883,72124.5,2.6,4.5%,1
831,110.5242323859,-7.4154013204,730.478,85.794,71209.3,85.796,72210.3,0.4,0.7%,1
832,110.5246333756,-7.4147367913,733.105,85.794,71295.1,85.835,72296.1,1.8,3.1%,1
833,110.5250343640,-7.4140722618,723.91,85.794,71380.9,86.286,72382.4,6.1,10.7%,1
834,110.5254353513,-7.4134077319,711.951,85.794,71466.7,86.624,72469,7.9,13.9%,1
835,110.5258363374,-7.4127432016,723.659,85.794,71552.5,86.59,72555.6,7.8,13.6%,1
836,110.5262373222,-7.4120786710,718.186,85.794,71638.3,85.969,72641.6,3.7,6.4%,1
